name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"Nike Volleyball Camp in Austin - Individual Skills Camp (June 15–18, 2026)",volleyball,9,16,2026-06-15,2026-06-18,4300 Westbank Dr,Austin,TX,78746,"Join us this summer at Westlake Athletic &amp; Community Center in Texas for fun and learning on the court! Girls and boys, ages 9-16 will train with a dedicated coaching staff while enjoying a supportive and exciting atmosphere. Open to players of all abilities, this camp in Austin is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment at our summer volleyball camp is designed to help you enjoy the sport you love.",$555-$599,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-austin,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp in Austin - Serving & Passing Clinic (June 19, 2026)",volleyball,9,16,2026-06-19,2026-06-19,4300 Westbank Dr,Austin,TX,78746,"Join us this summer at Westlake Athletic &amp; Community Center in Texas for fun and learning on the court! Girls and boys, ages 9-16 will train with a dedicated coaching staff while enjoying a supportive and exciting atmosphere. Open to players of all abilities, this camp in Austin is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment at our summer volleyball camp is designed to help you enjoy the sport you love.",$99,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-austin,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp in Austin - Making the Team: Beginner/Intermediate Camp (July 20–23, 2026)",volleyball,9,16,2026-07-20,2026-07-23,4300 Westbank Dr,Austin,TX,78746,"Join us this summer at Westlake Athletic &amp; Community Center in Texas for fun and learning on the court! Girls and boys, ages 9-16 will train with a dedicated coaching staff while enjoying a supportive and exciting atmosphere. Open to players of all abilities, this camp in Austin is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment at our summer volleyball camp is designed to help you enjoy the sport you love.",$555-$599,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-austin,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp in Austin - Making the Team: Advanced/High Intensity Camp (July 20–23, 2026)",volleyball,9,16,2026-07-20,2026-07-23,4300 Westbank Dr,Austin,TX,78746,"Join us this summer at Westlake Athletic &amp; Community Center in Texas for fun and learning on the court! Girls and boys, ages 9-16 will train with a dedicated coaching staff while enjoying a supportive and exciting atmosphere. Open to players of all abilities, this camp in Austin is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment at our summer volleyball camp is designed to help you enjoy the sport you love.",$555-$599,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-austin,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp in Austin - Serving & Passing Clinic (July 24, 2026)",volleyball,9,16,2026-07-24,2026-07-24,4300 Westbank Dr,Austin,TX,78746,"Join us this summer at Westlake Athletic &amp; Community Center in Texas for fun and learning on the court! Girls and boys, ages 9-16 will train with a dedicated coaching staff while enjoying a supportive and exciting atmosphere. Open to players of all abilities, this camp in Austin is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment at our summer volleyball camp is designed to help you enjoy the sport you love.",$99,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-austin,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Avenues The World School - All Skills Camp (June 29–July 2, 2026)",volleyball,10,17,2026-06-29,2026-07-02,259 10th Ave,New York City,NY,10001,"Join us for a fun and active volleyball camp at Avenues The World School in New York City! Open to boys and girls ages 10–17, this camp is a great way for players to spend time on the court, learn new skills, and enjoy the game in a positive, supportive setting. Campers will work with experienced coaches through a mix of drills, games, and team play. Whether trying something new or continuing to build on existing skills, athletes can expect a high-energy camp experience filled with learning, movement, and plenty of volleyball fun.",$699,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-avenues-world-school,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Avenues The World School - Serving & Passing Clinic (July 3, 2026)",volleyball,10,17,2026-07-03,2026-07-03,259 10th Ave,New York City,NY,10001,"Join us for a fun and active volleyball camp at Avenues The World School in New York City! Open to boys and girls ages 10–17, this camp is a great way for players to spend time on the court, learn new skills, and enjoy the game in a positive, supportive setting. Campers will work with experienced coaches through a mix of drills, games, and team play. Whether trying something new or continuing to build on existing skills, athletes can expect a high-energy camp experience filled with learning, movement, and plenty of volleyball fun.",$109,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-avenues-world-school,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Avenues The World School - Individual Skills Camp (July 6–9, 2026)",volleyball,10,17,2026-07-06,2026-07-09,259 10th Ave,New York City,NY,10001,"Join us for a fun and active volleyball camp at Avenues The World School in New York City! Open to boys and girls ages 10–17, this camp is a great way for players to spend time on the court, learn new skills, and enjoy the game in a positive, supportive setting. Campers will work with experienced coaches through a mix of drills, games, and team play. Whether trying something new or continuing to build on existing skills, athletes can expect a high-energy camp experience filled with learning, movement, and plenty of volleyball fun.",$699,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-avenues-world-school,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Avenues The World School - Serving & Passing Clinic (July 10, 2026)",volleyball,10,17,2026-07-10,2026-07-10,259 10th Ave,New York City,NY,10001,"Join us for a fun and active volleyball camp at Avenues The World School in New York City! Open to boys and girls ages 10–17, this camp is a great way for players to spend time on the court, learn new skills, and enjoy the game in a positive, supportive setting. Campers will work with experienced coaches through a mix of drills, games, and team play. Whether trying something new or continuing to build on existing skills, athletes can expect a high-energy camp experience filled with learning, movement, and plenty of volleyball fun.",$109,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-avenues-world-school,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Avenues The World School - Team Skills Camp (July 13–16, 2026)",volleyball,10,17,2026-07-13,2026-07-16,259 10th Ave,New York City,NY,10001,"Join us for a fun and active volleyball camp at Avenues The World School in New York City! Open to boys and girls ages 10–17, this camp is a great way for players to spend time on the court, learn new skills, and enjoy the game in a positive, supportive setting. Campers will work with experienced coaches through a mix of drills, games, and team play. Whether trying something new or continuing to build on existing skills, athletes can expect a high-energy camp experience filled with learning, movement, and plenty of volleyball fun.",$699,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-avenues-world-school,FALSE,FALSE,camp,,,medium
